中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,972 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,631 Mbps,80793 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,365 Mbps,46796 kB/s
35.197.23.75,443,35.212.130.240,US,Seattle,隧道,69 ms,321 Mbps,41164 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,73 ms,178 Mbps,22835 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,68 ms,328 Mbps,42086 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,226 Mbps,28979 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,291 Mbps,37273 kB/s
35.230.79.26,443,35.212.130.240,US,Seattle,隧道,71 ms,370 Mbps,47411 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,342 Mbps,43827 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,60 ms,366 Mbps,46899 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,258 Mbps,33075 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,234 Mbps,30003 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,39 Mbps,5016 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,50 Mbps,6527 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,124 Mbps,15872 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,42 Mbps,5453 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,166 ms,41 Mbps,5365 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,35 Mbps,4513 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,173 ms,132 Mbps,16998 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,39 Mbps,5027 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,0 Mbps,72 kB/s
